business_id,score,date
46445,98,20151013
46445,97,20150716
47024,100,20160106
47024,100,20150721
49701,100,20151123
49701,100,20150602
51322,100,20160315
51322,100,20150930
51322,100,20150413
54983,100,20151207
59610,96,20160323
59610,97,20160204
59610,100,20150820
59610,97,20150807
61613,98,20160316
61613,100,20150923
61613,100,20150414
63195,92,20160212
63195,97,20160212
63195,91,20160201
63195,99,20150910
63195,99,20150211
66824,91,20160201
66824,100,20160201
66824,98,20150831
66824,100,20150205
67478,100,20160125
67478,95,20160115
67478,90,20160105
67478,98,20150724
70927,100,20151111
70927,100,20150618
71402,100,20151013
71402,100,20150518
80475,100,20151110
80475,100,20150722
80475,100,20150601
80475,100,20150416
36123,96,20151218
96285,100,20151109
96285,97,20150324
95827,100,20160224
95827,100,20150812
95827,100,20150225
72521,94,20160202
72521,99,20160202
72521,99,20150730
56508,100,20160205
56508,100,20150910
56508,97,20150219
73337,99,20151106
73337,98,20150515
73977,100,20151030
73977,100,20150508
80974,100,20160325
80974,93,20160311
80974,99,20151109
80974,93,20151027
80974,91,20150417
80974,95,20150417
46591,98,20160209
46591,100,20151002
46591,100,20150501
46591,82,20150420
64941,100,20151215
64941,95,20150624
64941,99,20150624
63461,100,20151029
63461,99,20150522
75989,100,20160223
75989,97,20160126
75989,100,20150821
70243,100,20150918
70243,100,20150326
67396,93,20160105
67396,97,20160105
67396,99,20150722
89822,99,20151201
77358,92,20151229
77358,96,20151229
77358,95,20150625
60105,90,20151229
60105,95,20151229
60105,91,20150630
60105,96,20150630
86953,98,20151229
86953,96,20150630
87111,100,20151203
87111,100,20150618
50640,97,20151123
50640,97,20150602
75076,100,20160119
75076,100,20150715
62161,98,20151209
62161,94,20150513
76889,92,20160317
76889,99,20151110
76889,91,20151028
76889,82,20151015
76889,98,20150312
79116,95,20160307
79116,76,20160218
79116,89,20160218
79116,90,20160115
79116,95,20160115
79116,79,20160104
75421,93,20151019
75421,96,20150310
32309,97,20151218
79542,98,20151012
79542,100,20150415
79542,100,20150312
55505,98,20151211
55505,97,20150617
94452,100,20150721
98723,100,20151222
98723,100,20151120
43589,99,20150901
43589,99,20150205
94461,98,20150909
94461,99,20150319
60543,95,20150826
60543,98,20150225
76646,100,20151222
76646,99,20150928
76646,98,20150402
32405,97,20160308
32405,93,20160307
32405,91,20160218
32405,94,20151021
32405,85,20150929
32405,94,20150403
30819,97,20160127
30819,98,20150807
31099,100,20151218
31099,96,20151207
31099,99,20150626
32414,98,20151109
32414,100,20150603
35907,97,20151001
35907,97,20150415
40357,100,20160314
40357,94,20160301
40357,100,20150925
62344,99,20160316
62344,96,20160303
62344,95,20150825
62344,90,20150219
62344,94,20150219
75825,96,20151110
75825,100,20150605
75825,99,20150510
98341,100,20151113
98341,100,20150820
52291,93,20160217
52291,95,20160209
52291,97,20151001
52291,97,20150410
45421,100,20160207
45421,98,20150717
32409,99,20160203
32409,96,20150730
32409,97,20150202
72676,97,20151113
72676,96,20150501
72281,100,20151013
72281,100,20150424
39211,100,20160211
39211,100,20150902
39211,100,20150219
62993,97,20160212
62993,97,20150810
63955,99,20160309
30813,100,20160107
30813,100,20150724
30813,100,20150206
58838,100,20160127
58838,98,20150704
31152,100,20151113
31152,100,20150611
93365,100,20160113
93365,100,20150706
33567,97,20151013
33567,91,20150429
32420,98,20160224
32420,100,20160224
32420,100,20151015
32420,100,20150225
32421,99,20160316
32421,99,20150924
32421,96,20150316
32422,100,20160224
32422,100,20151030
32422,100,20150204
67278,99,20151030
32423,100,20160224
32423,100,20151015
32423,100,20150320
65638,100,20151210
65638,98,20150327
98452,100,20151008
69657,92,20160317
69657,97,20160317
69657,98,20150904
69657,98,20150304
67791,98,20151120
67791,100,20150518
94458,98,20150806
94458,99,20150205
91072,100,20151210
91072,96,20150619
39910,98,20151229
39910,93,20150616
70185,100,20160205
70185,100,20150720
80162,100,20151217
80162,100,20150313
30777,99,20151222
30777,99,20150618
61458,99,20160223
61458,100,20150917
61458,94,20150817
61458,100,20150219
67259,94,20151106
67259,99,20151106
67259,100,20150330
30971,100,20160302
30971,99,20150720
30971,97,20150202
82945,98,20151106
82945,98,20150521
98746,100,20151121
98746,100,20151104
62919,99,20151121
62919,100,20151121
62919,100,20150926
62919,100,20150903
44911,100,20151228
44911,100,20150618
71528,99,20150825
71528,99,20150421
54375,98,20150921
54375,100,20150407
54375,90,20150326
76796,100,20151109
76796,96,20150602
31644,100,20151229
31644,100,20150628
30765,100,20151130
30765,100,20150520
31530,98,20151007
31530,99,20150409
86710,100,20151007
86710,97,20150409
71767,100,20151001
32433,98,20160201
32433,96,20150716
32429,96,20160114
32429,95,20150713
32431,98,20151210
32431,98,20150611
32430,97,20160105
32430,97,20150720
32432,100,20160128
32432,100,20150716
42070,95,20160114
42070,100,20160114
42070,96,20150714
47380,99,20160225
47380,100,20150917
90140,99,20151217
90140,99,20150626
32434,88,20151210
32434,93,20151210
32434,94,20150520
62481,94,20160307
62481,92,20150812
62481,99,20150220
65928,97,20150610
63956,97,20151023
63956,99,20150409
84852,100,20151214
84852,100,20150615
88229,100,20151028
88229,100,20150526
81245,91,20151119
81245,95,20151119
81245,97,20150615
65746,99,20151104
65746,100,20150528
96933,100,20151214
96933,99,20150331
96933,100,20150226
63667,93,20160310
63667,84,20151020
63667,93,20151020
63667,92,20150330
32438,100,20151119
32438,97,20151020
32438,100,20150511
53846,99,20151210
53846,100,20150622
56136,100,20151120
56136,100,20150513
42655,100,20160107
42655,100,20150714
97016,100,20160314
97016,100,20150925
97016,100,20150512
97016,100,20150410
31543,100,20160321
31543,96,20151106
31543,96,20150521
32234,98,20151006
32234,99,20150501
97014,84,20151019
97014,98,20151019
97014,100,20150513
97014,100,20150331
32439,98,20160322
32439,98,20150925
32439,98,20150326
70261,100,20160216
70261,100,20150901
70261,100,20150209
31782,99,20160106
31782,100,20150722
87591,99,20151105
87591,99,20150602
57642,100,20151222
57642,95,20150626
32442,94,20160203
32442,100,20150709
96722,89,20160212
96722,94,20160212
96722,96,20151008
96722,98,20150902
96722,85,20150820
96722,97,20150721
96722,65,20150720
96680,100,20151120
96680,100,20150429
31159,98,20150908
43965,98,20160309
32454,97,20151124
32454,98,20150417
32445,98,20151106
32445,98,20150330
99216,90,20160325
99216,100,20160325
99216,100,20160224
48765,99,20151209
48765,95,20150615
98354,94,20151104
98354,100,20151104
98354,100,20150921
96075,100,20160127
32484,99,20160125
32484,100,20150724
58721,100,20160205
58721,100,20151012
32466,100,20160119
32466,99,20150811
32466,99,20150205
94939,100,20160205
94939,100,20150710
66678,98,20150930
66678,99,20150331
89705,99,20151228
89705,92,20150624
89705,97,20150624
97098,96,20151117
97098,100,20151117
97098,100,20150508
97098,100,20150330
75390,100,20151030
75390,97,20150423
47447,100,20160119
47447,100,20150730
47447,100,20150209
30802,97,20160127
30802,87,20160108
30802,95,20150720
62857,98,20151109
62857,99,20150626
62857,96,20150609
62343,97,20160303
62343,96,20150917
62343,99,20150312
67902,97,20151217
67902,91,20150629
67902,95,20150629
53969,97,20160113
53969,91,20151228
53969,95,20150623
32472,97,20160302
32472,96,20150828
32472,98,20150302
62540,94,20160205
62540,98,20160205
62540,95,20150812
62540,96,20150310
32473,98,20150903
32474,97,20151217
32474,96,20150625
32475,86,20151116
32475,95,20151116
32475,92,20150602
32475,94,20150518
89394,100,20151216
89394,98,20150630
50229,92,20160318
50229,97,20151015
50229,94,20150416
63504,99,20151113
63504,95,20150526
76797,92,20160114
76797,96,20160114
76797,100,20150915
43116,98,20151207
43116,99,20150629
61611,100,20151117
61611,100,20150508
77357,95,20151229
77357,95,20150623
31766,98,20160201
31766,100,20150901
31766,100,20150310
90584,78,20160315
90584,91,20160315
90584,92,20150921
90584,97,20150303
89039,100,20150916
89039,100,20150203
32476,99,20160125
32476,99,20150804
32476,98,20150430
32477,100,20160209
32477,100,20150721
32477,100,20150202
32478,99,20151111
32478,99,20150515
32480,93,20160202
32480,98,20160202
32480,100,20150812
32480,100,20150209
60743,99,20160211
60743,100,20150817
60743,99,20150304
74858,99,20160127
74858,99,20150813
75296,96,20160303
75296,100,20160303
75296,100,20150929
75296,100,20150401
39909,99,20160212
39909,99,20150817
39909,100,20150318
66897,87,20151021
66897,96,20151021
66897,96,20150904
69097,97,20151013
69097,99,20150416
90262,100,20151210
90262,100,20150629
50611,100,20150629
32486,100,20151016
32487,95,20151023
32487,98,20150501
32491,100,20160229
32491,91,20150501
32491,95,20150501
69005,92,20151204
69005,96,20151204
69005,99,20150619
94673,96,20160323
94673,98,20151002
94673,99,20150313
96674,90,20151119
96674,95,20151119
96674,93,20150603
98272,100,20160307
98272,100,20151015
98272,100,20150914
88933,97,20151116
88933,97,20150617
30703,98,20151106
30703,100,20150330
81807,100,20160202
81807,100,20150824
81807,100,20150203
60322,100,20160210
60322,98,20150808
95009,100,20150928
95009,99,20150324
91841,94,20160318
91841,98,20160318
91841,99,20150805
92655,98,20160318
92655,100,20150930
92655,100,20150401
33596,96,20160303
33596,95,20150911
33596,97,20150312
96653,88,20150912
96653,92,20150902
96653,91,20150206
32500,99,20160321
32500,94,20160224
32500,100,20151007
32500,96,20150923
45248,99,20150903
45248,100,20150320
45248,65,20150310
45248,82,20150310
32502,95,20151120
32502,97,20150930
32502,90,20150406
32502,95,20150406
81929,100,20160229
81929,99,20150811
73827,95,20150917
86771,100,20160225
86771,100,20150806
86771,97,20150723
86771,100,20150205
87029,92,20151110
87029,96,20151110
87029,91,20150602
87029,96,20150602
88305,91,20151028
88305,95,20151028
88305,92,20150521
88305,96,20150521
53014,100,20151110
53014,100,20150513
42485,100,20150910
53503,98,20150805
32512,99,20160203
32512,99,20150914
32512,100,20150302
38743,99,20160208
38743,99,20151208
38743,90,20151123
38743,91,20150602
38743,95,20150602
86315,100,20151117
86315,98,20150616
86315,90,20150603
31137,94,20160105
31137,99,20150707
31137,97,20150618
31137,98,20150325
78798,97,20160309
78798,92,20151006
78798,97,20150312
82740,89,20151109
82740,98,20151109
82740,98,20150511
83458,92,20160129
83458,97,20160129
83458,96,20151104
83458,100,20150608
83458,86,20150505
98331,100,20151009
62568,99,20151207
62568,99,20150611
